City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,beyneu,45.3167,55.2,25.3,52,0,3.96,KZ,1723250824
285,mcalester,34.9334,-95.7697,28.09,57,5,1.48,US,1723250824
286,labytnangi,66.6572,66.4183,12.04,77,100,2.53,RU,1723250824
287,llallagua,-18.4167,-66.6333,2.78,10,0,2.85,BO,1723250825
288,oskaloosa,41.2964,-92.6444,20.01,63,0,3.09,US,1723250825
289,pudozh,61.8099,36.5345,15.01,86,99,1.56,RU,1723250825
290,george town,5.4112,100.3354,27.96,88,20,1.03,MY,1723250793
291,callao,-12.0667,-77.15,17.07,82,75,5.66,PE,1723250825
292,porto novo,6.4965,2.6036,24.9,86,50,2.15,BJ,1723250826
293,turpan,42.9333,89.1667,34.24,17,0,0.48,CN,1723250826
294,ambalangoda,6.2355,80.0538,28.32,86,100,4.47,LK,1723250826
295,puerto aysen,-45.4,-72.7,5.67,100,100,1.98,CL,1723250826
296,rapallo,44.3511,9.2297,27.56,79,72,2.05,IT,1723250827
297,sisimiut,66.9395,-53.6735,5.92,90,96,3.05,GL,1723250827
298,huntingdon,52.3305,-0.1865,16.03,81,37,1.34,GB,1723250651
299,nova vicosa,-17.8919,-39.3719,23.0,78,5,5.46,BR,1723250827
300,nea alikarnassos,35.3333,25.1667,26.82,59,0,4.63,GR,1723250827
301,sao luis do quitunde,-9.3183,-35.5611,20.69,82,4,0.81,BR,1723250828
302,luau,-10.7073,22.2247,16.81,25,3,1.9,AO,1723250828
303,shenjiamen,29.9576,122.298,28.42,84,100,6.42,CN,1723250828
304,mount pearl,47.5166,-52.7813,17.75,76,75,6.69,CA,1723250828
305,orsa,54.5153,30.4053,17.53,68,100,2.7,BY,1723250829
306,sinjai,-5.1241,120.253,26.16,71,100,2.52,ID,1723250829
307,lichinga,-13.3128,35.2406,15.05,63,0,2.68,MZ,1723250830
308,yurga,55.7231,84.8861,15.32,99,100,2.56,RU,1723250830
309,kissidougou,9.1848,-10.0999,21.14,99,100,2.06,GN,1723250830
310,mpulungu,-8.7623,31.1141,21.28,39,3,3.01,ZM,1723250830
311,port isabel,26.0734,-97.2086,33.02,76,0,5.14,US,1723250831
312,egersund,58.4513,5.9997,14.49,82,11,6.43,NO,1723250831
313,novo aripuana,-5.1206,-60.3797,26.26,38,10,0.91,BR,1723250831
314,ballina,-28.8667,153.5667,19.32,70,11,3.5,AU,1723250831
315,doctor alberto oviedo mota,32.2275,-115.1697,41.07,22,9,2.58,MX,1723250832
316,jiwani,25.05,61.7417,27.05,84,100,3.89,PK,1723250832
317,ambon,-3.6954,128.1814,27.08,74,40,1.54,ID,1723250832
318,brookings,44.3114,-96.7984,18.19,71,75,4.12,US,1723250782
319,sabang,5.8933,95.3214,26.23,86,100,4.09,ID,1723250832
320,mafinga,-7.25,35.0667,17.23,53,0,1.48,TZ,1723250833
321,muscat,23.6139,58.5922,29.01,79,29,1.76,OM,1723250833
322,palmerston,-12.486,130.9833,27.99,54,0,4.63,AU,1723250833
323,karukh,34.4811,62.5863,22.38,48,0,5.93,AF,1723250833
324,nabire,-3.3667,135.4833,27.33,82,62,0.68,ID,1723250834
325,rongelap,11.1635,166.8941,28.49,75,100,7.62,MH,1723250834
326,st. john's,47.5649,-52.7093,18.21,76,75,6.69,CA,1723250834
327,pisco,-13.7,-76.2167,16.03,82,0,1.03,PE,1723250834
328,forster,-32.1667,152.5167,18.54,67,3,1.81,AU,1723250835
329,shanwei,22.782,115.3475,29.34,76,100,3.69,CN,1723250835
330,acapulco de juarez,16.8634,-99.8901,30.9,74,75,2.57,MX,1723250835
331,opuwo,-18.0607,13.84,18.38,20,0,2.05,NA,1723250836
332,brokopondo,4.75,-55.1667,27.11,69,51,4.29,SR,1723250836
333,ghanzi,-21.5667,21.7833,12.75,11,0,3.22,BW,1723250837
334,okotoks,50.7289,-113.9828,24.04,39,0,4.97,CA,1723250586
335,olyokminsk,60.3736,120.4264,26.06,44,63,1.29,RU,1723250837
336,fada,7.25,4.0667,23.37,94,75,0.0,NG,1723250837
337,la passe,45.5549,-0.8967,20.13,92,52,3.04,FR,1723250837
338,talcahuano,-36.7167,-73.1167,9.82,93,0,3.6,CL,1723250838
339,lufilufi,-13.8745,-171.5986,25.88,77,64,10.65,WS,1723250838
340,lazaro cardenas,17.9583,-102.2,28.35,82,100,1.88,MX,1723250838
341,toliara,-23.35,43.6667,19.21,83,0,2.97,MG,1723250838
342,masaurhi buzurg,25.35,85.0333,28.94,78,99,1.89,IN,1723250839
343,sibolga,1.7427,98.7792,26.3,86,13,0.45,ID,1723250839
344,al kharijah,25.4514,30.5464,33.09,21,5,3.88,EG,1723250839
345,loen,7.7601,168.2307,28.65,71,63,3.38,MH,1723250840
346,napanee,44.2501,-76.9494,23.91,85,0,5.43,CA,1723250840
347,flying fish cove,-10.4217,105.6791,25.82,83,100,6.17,CX,1723250840
348,kharp,66.8014,65.8081,12.23,74,100,0.27,RU,1723250841
349,ojuelos de jalisco,21.8667,-101.5833,19.9,51,10,7.35,MX,1723250841
350,selibaby,15.159,-12.1829,29.3,71,98,5.38,MR,1723250841
351,nidadavole,16.9167,81.6667,27.17,86,24,2.42,IN,1723250841
352,badger,64.8,-147.5333,16.14,72,75,3.6,US,1723250841
353,iligan,8.2282,124.2412,29.53,66,63,1.57,PH,1723250842
354,laascaanood,8.4774,47.3597,22.86,66,17,12.0,SO,1723250842
355,nagqu,31.5,92.0,4.7,74,0,1.73,CN,1723250842
356,ambovombe,-25.1667,46.0833,18.74,80,0,2.76,MG,1723250842
357,tual,-5.6667,132.75,25.44,83,84,8.62,ID,1723250843
358,lubango,-14.9172,13.4925,16.92,25,0,3.09,AO,1723250843
359,general acha,-37.377,-64.6043,10.6,35,100,4.48,AR,1723250843
360,tugulym,57.0591,64.6425,7.04,69,100,1.95,RU,1723250843
361,whitby,54.4877,-0.615,15.73,79,100,1.34,GB,1723250844
362,nova sintra,14.8667,-24.7167,25.66,83,13,4.24,CV,1723250844
363,vadso,70.0744,29.7487,15.49,76,40,2.57,NO,1723250844
364,sterling,39.0062,-77.4286,27.44,87,100,1.54,US,1723250844
365,nanao,37.05,136.9667,28.39,69,73,3.8,JP,1723250845
366,argamasilla de calatrava,38.7384,-4.015,29.08,32,0,1.83,ES,1723250845
367,hinton,53.4001,-117.5857,22.98,41,34,3.85,CA,1723250845
368,suva,-18.1416,178.4415,25.71,65,75,6.17,FJ,1723250845
369,ta`u,-14.2336,-169.5144,25.0,79,91,11.29,AS,1723250845
370,aykhal,66.0,111.5,6.49,87,100,6.52,RU,1723250846
371,vernon,50.2581,-119.2691,29.74,30,95,4.12,CA,1723250846
372,kruisfontein,-34.0033,24.7314,8.82,69,11,2.27,ZA,1723250846
373,barmer,25.75,71.3833,27.49,83,100,5.8,IN,1723250847
374,xianning,29.8833,114.2167,31.18,64,99,0.89,CN,1723250847
375,yaypan,40.3758,70.8156,30.52,30,100,10.32,UZ,1723250847
376,sevilla,37.3824,-5.9761,26.71,64,0,3.6,ES,1723250848
377,queenstown,-31.8976,26.8753,10.7,55,21,5.41,ZA,1723250848
378,afif,23.9065,42.9172,29.76,17,69,4.39,SA,1723250848
379,fountain hills,33.6117,-111.7174,40.66,24,0,0.89,US,1723250849
380,mount isa,-20.7333,139.5,24.87,33,0,3.6,AU,1723250849
381,la villa del rosario,10.3258,-72.3134,27.19,69,23,3.6,VE,1723250849
382,pirallahi,40.4723,50.333,23.08,64,0,0.8,AZ,1723250849
383,al 'aziziyah,32.9058,45.0616,35.01,19,0,5.5,IQ,1723250850
384,nadi,-17.8,177.4167,26.0,65,75,3.6,FJ,1723250497
385,san juan,-31.5375,-68.5364,12.05,18,53,3.42,AR,1723250850
386,tshabong,-26.05,22.45,11.84,35,0,3.94,BW,1723250851
387,hithadhoo,-0.6,73.0833,28.26,72,100,3.7,MV,1723250851
388,campbellton,48.0075,-66.6727,16.25,99,100,3.03,CA,1723250851
389,port saint john's,-31.6229,29.5448,17.08,62,0,2.37,ZA,1723250852
390,taro,-8.3862,115.28,23.0,71,46,1.28,ID,1723250852
391,port macquarie,-31.4333,152.9167,18.93,63,9,1.34,AU,1723250852
392,denison,33.7557,-96.5367,31.77,61,0,1.54,US,1723250853
393,natal,-5.795,-35.2094,24.12,73,20,4.12,BR,1723250581
394,tshikapa,-6.4167,20.8,22.02,25,78,1.22,CD,1723250854
395,antofagasta,-23.65,-70.4,13.6,83,57,1.89,CL,1723250854
396,kaka,37.3482,59.6143,28.29,33,0,0.39,TM,1723250854
397,prado,-17.3411,-39.2208,23.19,78,0,5.28,BR,1723250854
398,igrim,63.1906,64.4162,9.18,82,38,2.55,RU,1723250855
399,strezhevoy,60.7333,77.5889,11.37,80,99,3.25,RU,1723250855
400,vylkove,45.4021,29.586,20.47,76,14,2.39,UA,1723250855
401,wolmaransstad,-27.1974,25.9831,6.85,38,0,2.07,ZA,1723250855
402,burang,30.25,81.1667,9.6,80,46,0.4,CN,1723250856
403,wailua homesteads,22.0669,-159.378,28.44,66,40,6.17,US,1723250856
404,ambato boeny,-16.4667,46.7167,18.32,67,0,1.3,MG,1723250856
405,vila velha,-20.3297,-40.2925,23.97,86,40,4.12,BR,1723250857
406,norilsk,69.3535,88.2027,14.57,51,0,0.87,RU,1723250857
407,kitimat,54.0524,-128.6534,32.21,59,2,4.02,CA,1723250857
408,casper,42.8666,-106.3131,19.33,64,0,9.77,US,1723250857
409,golere,16.2557,-14.1017,28.88,61,100,7.51,SN,1723250858
410,cockburn town,21.4612,-71.1419,28.32,86,0,8.13,TC,1723250858
411,pokhara,28.2333,83.9833,21.08,94,100,0.18,NP,1723250858
412,dompu,-8.5356,118.4622,28.02,52,86,2.85,ID,1723250859
413,priargunsk,50.3691,119.1012,23.15,51,100,3.49,RU,1723250859
414,kulhudhuffushi,6.6221,73.07,28.17,76,81,5.21,MV,1723250859
415,igarka,67.4667,86.5833,15.47,50,27,3.7,RU,1723250860
416,bobrov,51.0961,40.0333,17.28,68,74,2.17,RU,1723250860
417,mar del plata,-38.0023,-57.5575,7.83,78,0,3.09,AR,1723250860
418,afaahiti,-17.75,-149.2833,25.93,78,91,5.54,PF,1723250861
419,batouri,4.4333,14.3667,20.5,84,79,1.0,CM,1723250862
420,smithers,54.7804,-127.1743,27.18,34,75,1.54,CA,1723250863
421,kyzyl-mazhalyk,51.1333,90.6,19.67,53,46,1.5,RU,1723250863
422,keflavik,64.0049,-22.5624,9.24,81,0,5.14,IS,1723250863
423,micheweni,-4.9667,39.8333,23.7,82,7,4.55,TZ,1723250864
424,constantia,44.1833,28.65,22.61,63,100,2.28,RO,1723250864
425,funadhoo,6.15,73.2667,28.41,76,89,5.57,MV,1723250864
426,chibougamau,49.9168,-74.3659,16.79,88,75,2.57,CA,1723250865
427,baglung,28.2719,83.5898,21.42,98,100,0.71,NP,1723250865
428,roma,43.2128,-75.4557,23.94,95,100,0.45,US,1723250865
429,saint-felicien,48.6501,-72.4491,17.38,100,100,6.69,CA,1723250865
430,asaita,11.5636,41.4394,31.26,58,86,1.14,ET,1723250866
431,talara,-4.5772,-81.2719,18.42,94,40,5.14,PE,1723250866
432,la libertad,-2.2333,-80.9,20.73,85,100,4.96,EC,1723250866
433,misratah,32.3754,15.0925,27.59,73,0,2.37,LY,1723250866
434,kapuskasing,49.4169,-82.4331,20.05,64,40,1.54,CA,1723250867
435,akwanga,8.9167,8.3833,21.29,90,100,0.44,NG,1723250867
436,alice springs,-23.7,133.8833,17.75,39,0,4.63,AU,1723250867
437,keila,59.3036,24.4131,17.01,75,0,2.57,EE,1723250868
438,kabalo,-6.05,26.9167,24.37,34,7,1.76,CD,1723250868
439,nishinoomote,30.7333,131.0,31.31,79,20,4.63,JP,1723250868
440,holualoa,19.6228,-155.9522,26.91,74,75,5.66,US,1723250869
441,rabigh,22.7986,39.0349,31.94,63,13,1.49,SA,1723250869
442,amga,60.8953,131.9608,23.05,45,7,1.29,RU,1723250870
443,pacific grove,36.6177,-121.9166,22.53,84,20,4.63,US,1723250870
444,el bolson,-41.9667,-71.5167,5.09,99,100,3.46,AR,1723250870
445,khash,28.2211,61.2158,25.81,53,57,1.85,IR,1723250870
446,the pas,53.8251,-101.2541,22.01,46,75,3.6,CA,1723250871
447,al ghayzah,16.2079,52.176,25.01,87,90,3.62,YE,1723250871
448,kununurra,-15.7667,128.7333,26.99,19,100,5.66,AU,1723250871
449,christiana,-27.914,25.1611,6.49,61,0,0.81,ZA,1723250871
450,mili,6.0815,171.735,28.4,65,97,0.93,MH,1723250872
451,coquimbo,-29.9533,-71.3436,13.32,59,0,1.54,CL,1723250872
452,sao vicente,-23.9631,-46.3919,19.1,96,100,5.73,BR,1723250872
453,tamanrasset,22.785,5.5228,27.95,13,0,2.06,DZ,1723250872
454,sotkamo,64.1333,28.4167,16.01,74,100,3.31,FI,1723250872
455,bawshar,23.5556,58.3989,28.65,74,0,1.03,OM,1723250873
456,arteche,12.2645,125.4048,30.26,69,100,0.84,PH,1723250873
457,el nido,11.1858,119.3956,30.08,74,88,1.67,PH,1723250873
458,nagyecsed,47.8655,22.3916,17.27,86,100,2.57,HU,1723250873
459,newman,37.3138,-121.0208,36.99,11,0,4.85,US,1723250874
460,turabah,21.2141,41.6331,28.28,48,11,3.31,SA,1723250874
461,westport,41.1415,-73.3579,25.02,87,100,9.77,US,1723250874
462,yuzhno-kurilsk,44.0306,145.8556,19.69,93,100,2.0,RU,1723250874
463,puerto santander,8.3636,-72.4063,29.67,80,99,0.47,CO,1723250875
464,polyarnyy,69.1989,33.4478,12.08,66,0,4.55,RU,1723250875
465,sinabang,2.4803,96.3801,25.74,90,85,4.18,ID,1723250875
466,tocopilla,-22.092,-70.1979,16.94,72,14,4.06,CL,1723250875
467,lloydminster,53.2835,-110.0016,22.12,35,20,4.12,CA,1723250876
468,malanje,-9.5402,16.341,18.48,18,0,1.63,AO,1723250876
469,marsa alam,25.0757,34.8918,33.57,36,76,3.25,EG,1723250876
470,inarajan village,13.2736,144.7484,31.54,81,100,1.58,GU,1723250876
471,jyvaskyla,62.2415,25.7209,17.19,90,0,3.6,FI,1723250876
472,bairnsdale,-37.8333,147.6167,15.03,74,92,0.4,AU,1723250877
473,amahai,-3.3333,128.9167,25.34,79,85,1.33,ID,1723250877
474,muynoq,43.7683,59.0214,26.32,38,0,4.03,UZ,1723250877
475,puerto madryn,-42.7692,-65.0385,13.75,49,97,5.27,AR,1723250877
476,ende,-8.8432,121.6623,26.37,49,99,2.96,ID,1723250877
477,kirakira,-10.4544,161.9205,27.87,75,46,7.58,SB,1723250878
478,puerto escondido,15.85,-97.0667,28.46,89,75,4.12,MX,1723250603
479,cooma,-36.2333,149.1333,10.46,57,16,0.4,AU,1723250878
480,kavieng,-2.5744,150.7967,27.61,77,99,8.18,PG,1723250879
481,namibe,-15.1961,12.1522,17.07,93,1,1.3,AO,1723250879
482,ironwood,46.4547,-90.171,13.64,76,100,6.69,US,1723250879
483,nyazepetrovsk,56.0531,59.6028,6.54,96,5,1.53,RU,1723250879
484,lompoc,34.6391,-120.4579,18.8,88,75,5.14,US,1723250880
485,yuci,37.6803,112.7319,23.86,69,0,6.0,CN,1723250880
486,nova petropolis,-29.3764,-51.1144,8.14,84,100,1.57,BR,1723250880
487,punta cana,18.5818,-68.4043,27.87,94,75,5.66,DO,1723250880
488,luena,-11.7833,19.9167,13.34,32,0,2.16,AO,1723250881
489,okha,53.5739,142.9478,16.02,68,5,3.39,RU,1723250762
490,leshan,29.5623,103.7639,22.38,95,100,2.28,CN,1723250881
491,krasnobrodskiy,54.1581,86.4486,18.33,95,100,3.55,RU,1723250881
492,hammerfest,70.6634,23.6821,20.25,56,40,3.6,NO,1723250881
493,guarapari,-20.6667,-40.4975,23.83,83,0,2.5,BR,1723250882
494,kaa-khem,51.6833,94.7333,22.78,43,94,1.29,RU,1723250882
495,tandil,-37.3217,-59.1332,5.94,75,24,3.81,AR,1723250882
496,elliot,-31.3333,27.85,8.58,56,0,4.81,ZA,1723250882
497,glace bay,46.1969,-59.957,17.31,89,100,3.6,CA,1723250883
498,guaraniacu,-25.1008,-52.8781,5.55,79,33,3.08,BR,1723250883
499,zhongshu,24.5167,103.7667,21.03,86,65,1.84,CN,1723250883
500,phalodi,27.1333,72.3667,28.98,78,97,4.4,IN,1723250883
501,grand falls-windsor,48.9332,-55.6649,15.03,73,100,3.6,CA,1723250884
502,iwon-up,40.3231,128.6553,27.25,70,99,1.91,KP,1723250884
503,dhuusamarreeb,5.535,46.3861,23.81,80,97,8.71,SO,1723250884
504,verin,41.9415,-7.4381,25.31,50,0,1.16,ES,1723250884
505,superior,46.7208,-92.1041,16.54,66,100,5.14,US,1723250885
506,neftegorsk,52.802,51.166,15.43,91,26,1.72,RU,1723250885
507,tunduma,-9.3,32.7667,10.38,61,1,2.51,TZ,1723250885
508,kavaratti,10.5669,72.642,27.38,82,57,4.81,IN,1723250885
509,griffith,41.5284,-87.4237,20.35,65,100,4.12,US,1723250665
510,beja,36.7256,9.1817,25.14,42,1,1.14,TN,1723250886
511,gouyave,12.1646,-61.7296,27.43,89,40,5.66,GD,1723250886
512,tevriz,57.509,72.4042,9.74,83,7,2.62,RU,1723250886
513,quatre cocos,-20.2078,57.7625,22.27,72,100,6.17,MU,1723250886
514,pendleton,45.6721,-118.7886,32.78,28,0,2.57,US,1723250887
515,mogocha,53.7333,119.7667,20.7,59,96,1.98,RU,1723250887
516,susuman,62.7833,148.1667,21.15,39,38,5.11,RU,1723250887
517,heinola,61.2056,26.0381,16.11,94,32,3.29,FI,1723250888
518,sur,22.5667,59.5289,26.99,75,79,5.3,OM,1723250888
519,louhans,46.6667,5.1667,18.94,97,0,1.32,FR,1723250888
520,posto fiscal rolim de moura,-13.0833,-62.2667,19.61,49,76,3.73,BR,1723250888
521,san luis,-33.295,-66.3356,7.96,19,100,2.54,AR,1723250889
522,torghay,49.6339,63.4981,16.27,62,0,2.01,KZ,1723250889
523,zhengjiatun,43.5064,123.5064,22.49,88,100,3.1,CN,1723250889
524,marsh harbour,26.5412,-77.0636,29.37,71,100,3.56,BS,1723250889
525,colonia,50.9333,6.95,18.57,80,0,2.54,DE,1723250890
526,kyzyl,51.7,94.45,22.25,44,69,1.1,RU,1723250890
527,walvis bay,-22.9575,14.5053,10.61,60,0,4.08,NA,1723250890
528,arkhangel'sk,64.5401,40.5433,11.06,100,40,1.0,RU,1723250890
529,nadym,65.5333,72.5167,9.33,78,100,4.96,RU,1723250891
530,saldanha,-33.0117,17.9442,12.03,90,56,8.84,ZA,1723250891
531,kyren,51.6828,102.1408,21.47,59,10,0.11,RU,1723250891
532,greenville,35.6127,-77.3663,26.09,97,0,3.09,US,1723250681
533,alaghsas,17.0187,8.0168,28.14,60,78,8.08,NE,1723250891
534,zaozersk,69.4005,32.4476,11.73,70,0,2.83,RU,1723250892
535,christchurch,-43.5333,172.6333,8.3,90,100,2.57,NZ,1723250734
536,chake chake,-5.2459,39.7666,22.88,84,7,3.67,TZ,1723250892
537,okhotsk,59.3833,143.3,17.48,74,8,2.62,RU,1723250892
538,dwarka,22.2394,68.9678,27.36,86,71,8.17,IN,1723250892
539,digne-les-bains,44.0833,6.25,20.46,62,16,1.97,FR,1723250893
540,akureyri,65.6835,-18.0878,6.96,81,75,3.6,IS,1723250893
541,melekeok village,7.4957,134.6367,32.31,74,75,2.06,PW,1723250893
542,urcos,-13.6861,-71.6228,12.94,86,8,2.84,PE,1723250893
543,makubetsu,45.3714,141.8211,16.84,88,75,6.17,JP,1723250894
544,port nelson,23.6333,-74.8333,29.02,77,4,6.49,BS,1723250894
545,santa marta de ortigueira,43.6833,-7.85,21.81,93,39,6.18,ES,1723250894
546,qa'en,33.7265,59.1844,21.87,50,0,2.84,IR,1723250894
547,mariental,-24.6333,17.9667,12.7,9,0,4.0,NA,1723250895
548,krasnyy yar,46.5331,48.3456,20.96,50,0,3.26,RU,1723250895
549,ilha de mocambique,-15.0342,40.7358,23.55,70,0,1.85,MZ,1723250895
550,kushiro,42.975,144.3747,26.53,78,75,4.12,JP,1723250895
551,bam,29.106,58.357,32.85,17,10,4.41,IR,1723250896
552,villa de cos,23.2833,-102.35,23.61,42,98,8.05,MX,1723250896
553,mancio lima,-7.6142,-72.8958,27.04,89,0,0.0,BR,1723250896
554,sandnessjoen,66.0217,12.6316,16.29,78,100,3.39,NO,1723250897
555,ndjole,-0.1783,10.7649,24.3,82,100,1.81,GA,1723250897
556,tromso,69.6496,18.957,14.01,88,33,1.03,NO,1723250897
557,six-fours-les-plages,43.0938,5.84,25.24,79,1,4.82,FR,1723250897
558,pointe aux piments,-20.0628,57.5131,22.51,75,85,6.66,MU,1723250898
559,barth,54.3635,12.7249,17.27,70,100,7.31,DE,1723250898
560,verkhnevilyuysk,63.4453,120.3167,18.74,57,64,3.94,RU,1723250898
561,buinsk,54.95,48.2833,14.07,95,100,2.92,RU,1723250898
562,pierre,44.3683,-100.351,23.51,34,0,2.57,US,1723250898
563,sotouboua,8.5667,0.9833,25.02,93,100,1.18,TG,1723250899
564,lagos,6.5833,3.75,26.18,87,65,1.68,NG,1723250899
565,ndele,8.4109,20.6473,21.55,95,99,0.6,CF,1723250899
566,howard springs,-12.497,131.047,27.95,73,5,3.72,AU,1723250899
567,maputo,-25.9653,32.5892,18.82,59,0,4.63,MZ,1723250900
568,kayangel,8.0823,134.7173,28.43,74,76,2.66,PW,1723250900
569,coyhaique,-45.5752,-72.0662,6.34,100,100,1.72,CL,1723250900
